UTC TIME SEC  ,CH1 AMPS DC  ,CH2 VOLT DC  
1475545020.476,-3.846485E-05, 1.689807E000
1475545021.768,-3.365675E-05, 1.520742E000
1475545023.060,-4.327297E-05, 1.368219E000
1475545024.353,-3.365675E-05, 1.367706E000
1475545025.643,-9.616215E-06, 1.366882E000
1475545026.936,-3.365675E-05, 1.306283E000
1475545028.576,-3.365675E-05, 1.215641E000
1475545029.898,-2.884864E-05, 1.203019E000
1475545031.190,-3.365675E-05, 1.202671E000
1475545032.483,-1.923242E-05, 1.214945E000
1475545033.774,-4.327297E-05, 1.234931E000
1475545035.066,-1.923242E-05, 1.246618E000
1475545036.363,-3.846485E-05, 1.241929E000
1475545038.011,-9.616215E-06, 1.313830E000
1475545039.336,-2.884864E-05, 1.489692E000
1475545040.628,-3.846485E-05, 1.633330E000
1475545041.919,-3.846485E-05, 1.632652E000
1475545043.210,-3.846485E-05, 1.632396E000
1475545044.503,-2.884864E-05, 1.586800E000
1475545045.793,-2.404053E-05, 1.529114E000
1475545047.084,-1.923242E-05, 1.501159E000
1475545048.090,-6.250539E-05, 1.500280E000
1475545049.413,-3.365675E-05, 1.505941E000
1475545050.703,-5.769729E-05, 1.560091E000
1475545051.998,-3.846485E-05, 1.614883E000
1475545053.290,-3.846485E-05, 1.624501E000
1475545054.583,-2.884864E-05, 1.624042E000
1475545055.876,-1.923242E-05, 1.650294E000
1475545057.169,-2.884864E-05, 1.706294E000
1475545058.163,-2.884864E-05, 1.748776E000
1475545059.478,-4.327297E-05, 1.757093E000
1475545060.771,-4.327297E-05, 1.757752E000
1475545062.062,-3.365675E-05, 1.662531E000
1475545063.355,-4.327297E-05, 1.493319E000
1475545064.648,-4.327297E-05, 1.367120E000
1475545065.945,-2.404053E-05, 1.367560E000
1475545067.236,-2.884864E-05, 1.364152E000
1475545068.873,-3.365675E-05, 1.272338E000
1475545070.195,-3.365675E-05, 1.206738E000
1475545071.487,-3.365675E-05, 1.203349E000
1475545072.779,-3.846485E-05, 1.204100E000
1475545074.071,-4.327297E-05, 1.218994E000
1475545075.363,-2.404053E-05, 1.237184E000
1475545076.655,-1.923242E-05, 1.244310E000
1475545078.312,-2.404053E-05, 1.240903E000
1475545079.635,-3.846485E-05, 1.345431E000
1475545080.926,-2.404053E-05, 1.518104E000
1475545082.220,-1.442432E-05, 1.634503E000
1475545083.513,-1.923242E-05, 1.632194E000
1475545084.805,-1.923242E-05, 1.630014E000
1475545086.100,-2.404053E-05, 1.576816E000
1475545087.456,-1.442432E-05, 1.516346E000
1475545088.480,-2.404053E-05, 1.500298E000
1475545089.770,-1.442432E-05, 1.500921E000
1475545091.063,-2.404053E-05, 1.516456E000
1475545092.353,-1.442432E-05, 1.570863E000
1475545093.645,-1.923242E-05, 1.622815E000
1475545094.938,-4.808107E-06, 1.623530E000
1475545096.230,-1.442432E-05, 1.625417E000
1475545097.598,-2.404053E-05, 1.665571E000
1475545099.198,-1.923242E-05, 1.734286E000
1475545100.490,-1.442432E-05, 1.756855E000
1475545101.781,-1.442432E-05, 1.757404E000
1475545103.074,-4.808107E-06, 1.713292E000
1475545104.363,-2.884864E-05, 1.545418E000
1475545105.655,-9.616215E-06, 1.379064E000
1475545106.946,-4.808107E-06, 1.366406E000
1475545108.633,-1.923242E-05, 1.362430E000
1475545109.316,-1.923242E-05, 1.327735E000
1475545110.606,-2.884864E-05, 1.253928E000
1475545111.898,-1.442432E-05, 1.202671E000
1475545113.195,-2.404053E-05, 1.203880E000
1475545114.488,-2.404053E-05, 1.207233E000
1475545115.781,-3.365675E-05, 1.221448E000
1475545117.071,-4.808107E-06, 1.241196E000
1475545118.711,-9.616215E-06, 1.241013E000
1475545120.033,-1.442432E-05, 1.239291E000
1475545121.323,-1.442432E-05, 1.386776E000
1475545122.613,-1.442432E-05, 1.559249E000
1475545123.903,-4.327297E-05, 1.633623E000
1475545125.195,-9.616215E-06, 1.631590E000
1475545126.488,-9.616215E-06, 1.620544E000
1475545127.843,-1.923242E-05, 1.559743E000
1475545129.430,-9.616215E-06, 1.500115E000
1475545130.720,-2.404053E-05, 1.501654E000
1475545132.011,-3.365675E-05, 1.503962E000
1475545133.301,-3.365675E-05, 1.553002E000
1475545134.593,-2.404053E-05, 1.606310E000
1475545135.885,-1.923242E-05, 1.624739E000
1475545137.176,-1.923242E-05, 1.626241E000
1475545138.863,-9.616215E-06, 1.661431E000
1475545139.546,-2.404053E-05, 1.690797E000
1475545140.836,-2.884864E-05, 1.746431E000
1475545142.128,-2.884864E-05, 1.757459E000
1475545143.420,-1.923242E-05, 1.757386E000
1475545144.716,-2.404053E-05, 1.678798E000
1475545146.008,-2.884864E-05, 1.510850E000
1475545147.300,-1.923242E-05, 1.365984E000
1475545148.940,-1.442432E-05, 1.362797E000
1475545150.261,-1.442432E-05, 1.353802E000
1475545151.553,-1.923242E-05, 1.277816E000
1475545152.845,-2.884864E-05, 1.211135E000
1475545154.136,-1.442432E-05, 1.204723E000
1475545155.428,-2.404053E-05, 1.205438E000
1475545156.681,-3.365675E-05, 1.215092E000
1475545158.036, 4.808107E-06, 1.232073E000
1475545159.658,-1.442432E-05, 1.240811E000
1475545160.955,-4.808107E-06, 1.238943E000
1475545162.246,-1.442432E-05, 1.322495E000
1475545163.538,-2.404053E-05, 1.496836E000
1475545164.831,-1.442432E-05, 1.635345E000
1475545166.123,-9.616215E-06, 1.631462E000
1475545167.478,-1.923242E-05, 1.630509E000
1475545169.093,-1.442432E-05, 1.565972E000
1475545170.385,-5.224385E-32, 1.509037E000
1475545171.678,-2.404053E-05, 1.501947E000
1475545172.970,-9.616215E-06, 1.503229E000
1475545174.260,-3.365675E-05, 1.534372E000
1475545175.551,-9.616215E-06, 1.587405E000
1475545176.848,-1.923242E-05, 1.626442E000
1475545178.205,-1.442432E-05, 1.627340E000
1475545179.811,-1.442432E-05, 1.642343E000
1475545181.103,-2.404053E-05, 1.698601E000
1475545182.396,-4.808107E-06, 1.752989E000
1475545183.688,-2.404053E-05, 1.757367E000
1475545184.980,-2.884864E-05, 1.757313E000
1475545186.270,-2.404053E-05, 1.657969E000
1475545187.626,-4.808107E-06, 1.479745E000
1475545189.248,-1.923242E-05, 1.363365E000
1475545190.540,-1.923242E-05, 1.361588E000
1475545191.830,-1.442432E-05, 1.343104E000
1475545193.126,-4.808107E-06, 1.267484E000
1475545194.416,-1.923242E-05, 1.206647E000
1475545195.709,-1.442432E-05, 1.205786E000
1475545197.003,-1.923242E-05, 1.205328E000
1475545198.359,-3.365675E-05, 1.216429E000
1475545199.968,-1.923242E-05, 1.239547E000
1475545201.258,-1.923242E-05, 1.239712E000
1475545202.548,-1.923242E-05, 1.238723E000
1475545203.841,-2.404053E-05, 1.352941E000
1475545205.132,-3.846485E-05, 1.526311E000
1475545206.423,-4.808107E-06, 1.634265E000
1475545207.778,-2.404053E-05, 1.630949E000
1475545209.403,-2.404053E-05, 1.614205E000
1475545210.695,-1.442432E-05, 1.556043E000
1475545211.988,-2.884864E-05, 1.503596E000
1475545213.281,-9.616215E-06, 1.503651E000
1475545214.571,-1.442432E-05, 1.503449E000
1475545215.863,-2.404053E-05, 1.543183E000
1475545217.155,-4.327297E-05, 1.597608E000
1475545218.512,-2.404053E-05, 1.628054E000
1475545220.121,-1.442432E-05, 1.628164E000
1475545221.413,-2.884864E-05, 1.652418E000
1475545222.705,-9.616215E-06, 1.708658E000
1475545223.998,-1.923242E-05, 1.757807E000
1475545225.294,-1.923242E-05, 1.757734E000
1475545226.585,-2.404053E-05, 1.757862E000
1475545227.941,-3.365675E-05, 1.624940E000
1475545229.557,-2.884864E-05, 1.407880E000
1475545230.848,-2.404053E-05, 1.361478E000
1475545232.140,-1.442432E-05, 1.361203E000
1475545233.433,-3.365675E-05, 1.332644E000
1475545234.723,-2.884864E-05, 1.260119E000
1475545236.015,-1.442432E-05, 1.206262E000
1475545237.308,-1.923242E-05, 1.206610E000
1475545238.665,-3.365675E-05, 1.205786E000
1475545240.276,-3.846485E-05, 1.220074E000
1475545241.567,-9.616215E-06, 1.240720E000
1475545242.859,-1.923242E-05, 1.239529E000
1475545244.151,-2.884864E-05, 1.239254E000
1475545245.435,-1.442432E-05, 1.374118E000
1475545246.678,-1.923242E-05, 1.541388E000
1475545248.035,-3.365675E-05, 1.633513E000
1475545249.738,-1.923242E-05, 1.631040E000
1475545250.388,-3.846485E-05, 1.629392E000
1475545251.680,-1.923242E-05, 1.576725E000
1475545252.973,-1.442432E-05, 1.521109E000
1475545254.265,-2.884864E-05, 1.503852E000
1475545255.561,-3.365675E-05, 1.503981E000
1475545256.854,-3.365675E-05, 1.524351E000
1475545258.210,-2.404053E-05, 1.581836E000
1475545259.814,-2.404053E-05, 1.629813E000
1475545261.106,-2.884864E-05, 1.628512E000
1475545262.398,-2.404053E-05, 1.634118E000
1475545263.690,-2.884864E-05, 1.689569E000
1475545264.983,-2.404053E-05, 1.744379E000
1475545266.273,-1.923242E-05, 1.758155E000
1475545267.630,-2.884864E-05, 1.758082E000
1475545268.953,-3.365675E-05, 1.682627E000
1475545270.533,-3.365675E-05, 1.472344E000
1475545271.829,-2.884864E-05, 1.361240E000
1475545273.120,-2.404053E-05, 1.361551E000
1475545274.411,-2.404053E-05, 1.359078E000
1475545275.703,-2.884864E-05, 1.286957E000
1475545276.996,-1.442432E-05, 1.220404E000
1475545278.351,-1.442432E-05, 1.206720E000
1475545279.968,-1.923242E-05, 1.203349E000
1475545281.258,-4.808107E-06, 1.212820E000
1475545282.550,-3.365675E-05, 1.231670E000
1475545283.841,-4.808107E-06, 1.240097E000
1475545285.133,-2.884864E-05, 1.239621E000
1475545286.426,-2.404053E-05, 1.308060E000
1475545287.793,-1.442432E-05, 1.493117E000
1475545289.115,-1.923242E-05, 1.635180E000
1475545290.685,-1.923242E-05, 1.631334E000
1475545291.977,-4.808107E-06, 1.627413E000
1475545293.269,-4.327297E-05, 1.573153E000
1475545294.561,-1.923242E-05, 1.518178E000
1475545295.853,-2.404053E-05, 1.504200E000
1475545297.143,-2.884864E-05, 1.503779E000
1475545298.500,-2.884864E-05, 1.532082E000
1475545300.123,-3.846485E-05, 1.601932E000
1475545301.416,-2.884864E-05, 1.630033E000
1475545302.708,-1.923242E-05, 1.628952E000
1475545304.006,-1.442432E-05, 1.639357E000
1475545305.298,-3.365675E-05, 1.695926E000
1475545306.588,-3.365675E-05, 1.749710E000
1475545307.943,-2.404053E-05, 1.758613E000
1475545309.266,-1.923242E-05, 1.758320E000
1475545310.841,-2.404053E-05, 1.629172E000
1475545312.133,-2.884864E-05, 1.457066E000
1475545313.423,-2.884864E-05, 1.361350E000
1475545314.713,-1.923242E-05, 1.361808E000
1475545316.005,-9.616215E-06, 1.357100E000
1475545317.296,-1.923242E-05, 1.282908E000
1475545318.650,-2.884864E-05, 1.213553E000
1475545320.275,-1.923242E-05, 1.205694E000
1475545321.566,-2.404053E-05, 1.201700E000
1475545322.856,-2.404053E-05, 1.211739E000
1475545324.148,-1.923242E-05, 1.233612E000
1475545325.441,-2.404053E-05, 1.239932E000
1475545326.734,-2.404053E-05, 1.240152E000
1475545328.096,-5.224385E-32, 1.332791E000
1475545329.420,-1.442432E-05, 1.510246E000
1475545330.995,-2.884864E-05, 1.633953E000
1475545332.286,-2.404053E-05, 1.630784E000
1475545333.578,-2.884864E-05, 1.624849E000
1475545334.871,-1.923242E-05, 1.568646E000
1475545336.169,-3.365675E-05, 1.512737E000
1475545337.525,-1.923242E-05, 1.503981E000
1475545338.848,-2.884864E-05, 1.504054E000
1475545340.433,-1.923242E-05, 1.551958E000
1475545341.725,-2.884864E-05, 1.607446E000
1475545343.018,-2.404053E-05, 1.629758E000
1475545344.311,-2.404053E-05, 1.629886E000
1475545345.603,-1.442432E-05, 1.644798E000
1475545346.893,-1.442432E-05, 1.700725E000
1475545348.250,-1.923242E-05, 1.754986E000
1475545349.573,-2.884864E-05, 1.757990E000
1475545351.151,-2.404053E-05, 1.754821E000
1475545352.448,-2.884864E-05, 1.611055E000
1475545353.740,-2.404053E-05, 1.440377E000
1475545355.033,-9.616215E-06, 1.361185E000
1475545356.325,-2.884864E-05, 1.362943E000
1475545357.682,-3.846485E-05, 1.347336E000
1475545359.006,-3.365675E-05, 1.270854E000
1475545360.586,-1.442432E-05, 1.206335E000
1475545361.878,-9.616215E-06, 1.203074E000
1475545363.170,-2.884864E-05, 1.200180E000
1475545364.461,-3.846485E-05, 1.212490E000
1475545365.753,-1.442432E-05, 1.236030E000
1475545367.045,-2.404053E-05, 1.239932E000
1475545368.405,-1.442432E-05, 1.240408E000
1475545369.728,-2.404053E-05, 1.352593E000
1475545370.754,-1.923242E-05, 1.490534E000
1475545372.046,-1.923242E-05, 1.635199E000
1475545373.338, 4.808107E-06, 1.631535E000
1475545374.630,-1.923242E-05, 1.631242E000
1475545375.921,-2.884864E-05, 1.588394E000
1475545377.213,-1.442432E-05, 1.531624E000
1475545378.568,-1.923242E-05, 1.503193E000
1475545379.890,-1.442432E-05, 1.504732E000
1475545381.475,-9.616215E-06, 1.534317E000
1475545382.765,-1.923242E-05, 1.588889E000
1475545384.062,-4.808107E-06, 1.630894E000
1475545385.355,-2.884864E-05, 1.630234E000
1475545386.648,-1.442432E-05, 1.632927E000
1475545388.006, 4.808107E-06, 1.685576E000
1475545389.329,-1.442432E-05, 1.740349E000
1475545390.911,-9.616215E-06, 1.756653E000
1475545392.201,-1.923242E-05, 1.754235E000
1475545393.491,-1.923242E-05, 1.667953E000
1475545394.781,-9.616215E-06, 1.498576E000
1475545396.042,-2.404053E-05, 1.360965E000
1475545397.398,-1.442432E-05, 1.363493E000
1475545398.720,-2.884864E-05, 1.365508E000
1475545400.018,-4.327297E-05, 1.297362E000
1475545401.631,-1.923242E-05, 1.212600E000
1475545402.923,-9.616215E-06, 1.202635E000
1475545404.215,-1.442432E-05, 1.197487E000
1475545405.505,-9.616215E-06, 1.206848E000
1475545406.796,-9.616215E-06, 1.227109E000
1475545408.151,-9.616215E-06, 1.240170E000
1475545409.473,-9.616215E-06, 1.240335E000
1475545411.068,-1.442432E-05, 1.334366E000
1475545412.361,-1.923242E-05, 1.508505E000
1475545413.653,-2.404053E-05, 1.636096E000
1475545414.950,-3.846485E-05, 1.632231E000
1475545416.243,-9.616215E-06, 1.631718E000
1475545417.601,-2.404053E-05, 1.579051E000
1475545418.924,-4.808107E-06, 1.520706E000
1475545420.218,-1.442432E-05, 1.504054E000
1475545421.786,-1.442432E-05, 1.506234E000
1475545423.078,-9.616215E-06, 1.540362E000
1475545424.370,-9.616215E-06, 1.595062E000
1475545425.661,-2.404053E-05, 1.630967E000
1475545426.953,-5.224385E-32, 1.631224E000
1475545428.310,-1.923242E-05, 1.638020E000
1475545429.631,-9.616215E-06, 1.693013E000
1475545431.221,-2.884864E-05, 1.754894E000
1475545432.509,-1.442432E-05, 1.753868E000
1475545433.798,-1.923242E-05, 1.751963E000
1475545435.090,-1.442432E-05, 1.646593E000
1475545436.381,-9.616215E-06, 1.476356E000
1475545437.736,-9.616215E-06, 1.362394E000
1475545439.060,-9.616215E-06, 1.365087E000
1475545440.353,-4.808107E-06, 1.361057E000
1475545441.935,-9.616215E-06, 1.268656E000
1475545443.226,-4.808107E-06, 1.206005E000
1475545444.517,-2.404053E-05, 1.199704E000
1475545445.808,-4.808107E-06, 1.195380E000
1475545447.101,-1.442432E-05, 1.208863E000
1475545448.457,-1.442432E-05, 1.231982E000
1475545449.780,-4.808107E-06, 1.239822E000
1475545451.372,-9.616215E-06, 1.240225E000
1475545452.664,-1.923242E-05, 1.362321E000
1475545453.955,-9.616215E-06, 1.536057E000
1475545455.248,-2.404053E-05, 1.636225E000
1475545456.540,-1.442432E-05, 1.632433E000
1475545457.893, 4.808107E-06, 1.625948E000
1475545459.214,-5.224385E-32, 1.567767E000
1475545460.508, 4.808107E-06, 1.511565E000
1475545462.088,-1.923242E-05, 1.505373E000
1475545463.386,-1.923242E-05, 1.505941E000
1475545464.678,-2.404053E-05, 1.549814E000
1475545465.969,-4.808107E-06, 1.605229E000
1475545467.260,-9.616215E-06, 1.631352E000
1475545468.616,-5.224385E-32, 1.632066E000
1475545469.938,-9.616215E-06, 1.648828E000
1475545471.525,-1.442432E-05, 1.714611E000
1475545472.815,-4.808107E-06, 1.753997E000
1475545474.108,-1.923242E-05, 1.751157E000
1475545475.399,-2.884864E-05, 1.752037E000
1475545476.683,-1.923242E-05, 1.613381E000
1475545478.040,-2.404053E-05, 1.434387E000
1475545479.369,-2.884864E-05, 1.363859E000
1475545480.661,-4.808107E-06, 1.365893E000
1475545482.241,-4.808107E-06, 1.328632E000
1475545483.533,-1.442432E-05, 1.253250E000
1475545484.823,-5.224385E-32, 1.201059E000
1475545486.111,-4.808107E-06, 1.196736E000
1475545487.465,-2.404053E-05, 1.197707E000
1475545488.788,-4.808107E-06, 1.213681E000
1475545490.079,-1.923242E-05, 1.237569E000
1475545491.666,-4.808107E-06, 1.239712E000
1475545492.958,-1.442432E-05, 1.242716E000
1475545494.250,-1.923242E-05, 1.400277E000
1475545495.609,-4.808107E-06, 1.583942E000
1475545496.901,-1.923242E-05, 1.636115E000
1475545498.271,-9.616215E-06, 1.631828E000
1475545499.595,-9.616215E-06, 1.608783E000
1475545500.885,-1.442432E-05, 1.551371E000
1475545502.387,-9.616215E-06, 1.503962E000
1475545503.678,-9.616215E-06, 1.505739E000
1475545504.968,-4.808107E-06, 1.509385E000
1475545506.261,-9.616215E-06, 1.562509E000
1475545507.615,-1.923242E-05, 1.621661E000
1475545508.937,-4.808107E-06, 1.632469E000
1475545510.228,-5.224385E-32, 1.633404E000
1475545511.815,-9.616215E-06, 1.674401E000
1475545513.103,-2.404053E-05, 1.724302E000
1475545514.396,-2.404053E-05, 1.751304E000
1475545515.688,-9.616215E-06, 1.751689E000
1475545516.978,-1.923242E-05, 1.734744E000
1475545518.333,-9.616215E-06, 1.561447E000
1475545519.656,-1.923242E-05, 1.386886E000
1475545520.948,-4.808107E-06, 1.365581E000
1475545522.531,-2.404053E-05, 1.367029E000
1475545523.822,-3.846485E-05, 1.307474E000
1475545525.114,-1.442432E-05, 1.232824E000
1475545526.405,-1.442432E-05, 1.197597E000
1475545527.766,-9.616215E-06, 1.194391E000
1475545529.086,-9.616215E-06, 1.201774E000
1475545530.380,-1.442432E-05, 1.219012E000
1475545531.968,-5.224385E-32, 1.239676E000
1475545533.261,-5.224385E-32, 1.240243E000
1475545534.555,-4.808107E-06, 1.274958E000
1475545535.846,-4.808107E-06, 1.453164E000
1475545537.137,-5.224385E-32, 1.623511E000
1475545538.493,-5.224385E-32, 1.635309E000
1475545539.816,-5.224385E-32, 1.631187E000
1475545541.110,-4.808107E-06, 1.595062E000
1475545542.686,-1.442432E-05, 1.526513E000
1475545543.981,-9.616215E-06, 1.504970E000
1475545545.272,-1.442432E-05, 1.505208E000
1475545546.565,-2.404053E-05, 1.524388E000
1475545547.921,-1.442432E-05, 1.582715E000
1475545549.242,-3.365675E-05, 1.632909E000
1475545550.533,-1.923242E-05, 1.633202E000
1475545552.123,-4.808107E-06, 1.638423E000
1475545553.416,-1.442432E-05, 1.687572E000
1475545554.708,-1.442432E-05, 1.737418E000
1475545556.001,-1.442432E-05, 1.751139E000
1475545557.290,-1.442432E-05, 1.752220E000
